id,Selling_Price,km_Driven,City_Code,State_Code,Fuel,Seller_Type,Transmission,Owner,Mileage,Engine,Max_Power,Seats,Region_code,Sales_status
0,950000,50000,17,9,1,1,1,0,25.5,1498,98.6,5,4,1
1,1140000,50000,3,12,1,1,1,0,19.67,1582,126.2,5,3,1
2,600000,50000,2,12,3,1,1,0,17.4,1497,117.3,5,3,1
3,360000,50000,4,13,0,1,1,0,26.6,998,58.16,5,3,1
4,550000,50000,2,12,3,1,1,0,20.85,1197,83.14,5,3,1
5,700000,50000,28,12,1,1,1,0,28.4,1248,74.02,5,3,1
6,290000,50000,5,10,3,1,0,0,16.95,1197,78.9,5,4,1
7,525000,50000,3,12,3,1,1,0,17.19,1197,81.86,5,3,1
8,650000,50000,19,15,3,1,0,0,21.4,1197,83.1,5,0,1
9,400000,50000,8,17,3,1,1,0,20.4,1197,81.8,5,4,1
10,250000,50000,13,2,1,1,1,0,23.08,1461,63.1,5,2,1
11,240000,50000,27,3,3,1,1,0,22.74,796,47.3,5,1,1
12,900000,50000,16,2,1,1,1,0,28.4,1248,74.02,5,2,1
13,320000,50000,3,12,3,1,1,0,23.1,998,67.04,5,3,1
14,229999,50000,16,2,3,1,1,0,19.81,1086,68.05,5,2,1
15,270000,50000,23,5,3,1,1,0,22.74,796,47.3,5,3,1
16,300000,50000,1,7,1,1,1,0,25.44,936,57.6,5,2,1
17,110000,50000,6,5,1,1,1,0,17.2,1396,53.5,5,3,1
18,200000,50000,16,2,3,1,1,0,18.6,1199,76.8,5,2,1
19,325000,50000,15,11,3,1,0,0,19.34,1198,76,5,5,1
20,1650000,50000,3,12,1,1,1,0,17.1,1956,170,5,3,1
21,235000,50000,11,15,3,1,1,0,21.1,814,55.2,5,0,1
22,450000,50000,28,12,1,1,1,0,22.95,1248,74,5,3,1
23,300000,50000,18,4,3,1,1,0,23.01,999,67,5,3,1
24,395000,50000,14,8,3,1,1,0,23.1,998,67.04,5,1,1
25,715000,50000,13,2,1,1,1,0,22.54,1396,88.73,5,2,1
26,360000,50000,23,5,1,1,1,0,27.28,1047,69,5,3,1
27,265000,50000,9,4,3,1,1,0,25.17,799,53.3,5,3,1
28,695000,50000,0,7,1,1,1,0,26.59,1248,74,5,2,1
29,550000,50000,14,8,1,1,1,0,24.7,1047,69,5,1,1
30,535000,50000,5,10,1,1,1,0,19.87,1461,83.8,5,4,1
31,550000,50000,18,4,1,1,1,0,24,1186,73.97,5,3,1
32,770000,50000,22,4,1,1,1,0,24.3,1248,88.5,5,3,1
33,325000,50000,16,2,3,1,1,0,17.57,1193,88.7,5,2,1
34,290000,50000,4,13,3,1,1,0,23.01,999,67,5,3,1
35,1000000,50000,13,2,1,1,1,0,28.09,1248,88.5,5,2,1
36,166000,50000,13,2,3,1,1,0,16.8,796,34.2,5,2,1
37,1400000,50000,0,7,1,1,0,0,14.84,2143,170,5,2,1
38,200000,50000,9,4,3,1,1,0,25.17,799,53.3,5,3,1
39,625000,50000,0,7,1,1,1,0,25.4,1186,73.97,5,2,1
40,235000,50000,4,13,3,1,1,0,22.74,796,47.3,5,3,1
41,200000,50000,28,12,3,1,1,0,16.8,796,34.2,5,3,1
42,770000,50000,19,15,1,1,1,0,24.3,1248,88.5,5,0,1
43,310000,50000,26,3,3,1,1,0,19.81,1086,68.05,5,1,1
44,650000,50000,4,13,1,1,1,0,23.4,1248,74,5,3,1
45,550000,50000,19,15,3,1,1,0,18.6,1197,81.83,5,0,1
46,585000,50000,7,16,3,1,1,0,17.71,1197,78.9,5,1,1
47,240000,50000,6,5,3,1,1,0,22.74,796,47.3,5,3,1
48,200000,50000,5,10,1,1,1,0,17.88,1396,52.8,5,4,1
49,229999,50000,19,15,1,1,1,0,17,1405,70,5,0,1
50,350000,50000,4,13,3,1,1,0,18.5,1197,85.8,5,3,1
51,650000,50000,25,7,1,1,1,0,28.4,1248,74.02,5,2,1
52,1100000,50000,18,4,3,1,1,0,14.28,1798,138.03,5,3,1
53,300000,50000,6,5,3,1,1,0,18.2,1199,82.4,5,3,1
54,350000,50000,27,3,3,1,1,0,16.95,1498,97.7,5,1,1
55,240000,50000,7,16,3,1,1,0,22.74,796,47.3,5,1,1
56,245000,50000,24,0,3,1,1,0,22.74,796,47.3,5,3,1
57,550000,50000,10,2,3,1,1,0,20.85,1197,83.14,5,2,0
58,650000,50000,18,4,1,1,1,0,22.77,1498,98.59,5,3,0
59,200000,50000,0,7,3,1,1,0,22.74,796,47.3,5,2,0
60,500000,50000,0,7,1,1,1,0,24.7,1047,69,5,2,0
61,380000,50000,26,3,3,1,0,0,16.9,1197,82,5,1,0
62,400000,50000,16,2,3,1,1,0,20.51,998,67.04,5,2,0
63,350000,50000,3,12,3,1,1,0,18.2,1199,82.4,5,3,0
64,229999,50000,12,1,3,1,1,0,20.92,998,67.1,5,1,0
65,650000,50000,2,12,3,1,1,0,17.19,1197,81.86,5,3,0
66,225000,50000,9,4,3,1,1,0,19.81,1086,68.05,5,3,0
67,130000,50000,14,8,3,1,1,0,18,995,62,5,1,0
68,550000,50000,16,2,1,1,1,0,23.5,1396,88.7,5,2,0
69,250000,50000,28,12,3,1,1,0,20.36,1197,78.9,5,3,0
70,275000,50000,26,3,2,1,1,0,26.2,998,58.2,5,1,0
71,210000,50000,15,11,3,1,1,0,18.6,1199,76.8,5,5,0
72,275000,50000,24,0,3,1,1,0,20.92,998,67.1,5,3,0
73,530000,50000,26,3,3,1,1,0,18.9,1197,81.86,5,1,0
74,390000,50000,4,13,3,1,1,0,18,1198,86.7,5,3,0
75,90000,50000,22,4,1,1,1,0,17.88,1396,52.8,5,3,0
76,490000,50000,24,0,1,1,1,0,23.4,1248,74,5,3,0
77,3600000,50000,23,5,1,1,0,0,11.74,2987,254.8,5,3,0
78,1050000,50000,17,9,1,1,0,0,17.01,1582,126.2,5,4,0
79,450000,50000,10,2,0,1,1,0,26.6,998,58.16,5,2,0
80,250000,50000,7,16,3,1,1,0,21.1,814,55.2,5,1,0
81,560000,50000,16,2,1,1,1,0,25.8,1498,98.6,5,2,0
82,484999,50000,28,12,1,1,1,0,25.8,1498,98.6,5,3,0
83,650000,50000,22,4,1,1,1,0,24,1186,73.97,5,3,0
84,680000,50000,7,16,3,1,1,0,15.85,1499,110.4,5,1,0
85,275000,50000,5,10,3,1,1,0,18.6,1197,85.8,5,4,0
86,980000,50000,3,12,1,1,1,0,24.3,1248,88.5,5,3,0
87,740000,50000,21,6,1,1,1,0,28.4,1248,74.02,5,0,0
88,550000,50000,9,4,1,1,1,0,21.66,1498,108.62,5,3,0
89,325000,50000,22,4,1,1,1,0,23,1248,88.7,5,3,0
90,215000,50000,16,2,3,1,1,0,21.1,814,55.2,5,2,0
91,350000,50000,5,10,3,1,1,0,20.63,1198,67,5,4,0
92,455000,50000,12,1,1,1,1,0,24,1186,73.97,5,1,0
93,900000,50000,25,7,1,1,1,0,20.37,1461,108.45,5,2,0
94,450000,50000,8,17,1,1,1,0,22.95,1248,74,5,4,0
95,325000,50000,5,10,3,1,1,0,20.51,998,67.04,5,4,0
96,200000,50000,19,15,3,1,1,0,18.6,1199,76.8,5,0,0
97,400000,50000,27,3,3,1,1,0,20.4,1197,83.11,5,1,0
98,420000,50000,24,0,1,1,1,0,22.54,1396,88.73,5,3,0
99,320000,50000,7,16,3,1,1,0,23.95,998,67.05,5,1,0
100,500000,50000,6,5,3,1,1,0,18.9,1197,82,5,3,0
101,350000,50000,27,3,3,1,1,0,23.84,1199,84,5,1,0
102,575000,50000,25,7,1,1,1,0,22.54,1396,88.73,5,2,0
103,270000,50000,19,15,3,1,1,0,21.1,814,55.2,5,0,0
104,420000,50000,3,12,1,1,1,0,22.54,1396,88.73,5,3,0
105,484999,50000,0,7,1,1,1,0,25.8,1498,98.6,5,2,0
106,650000,50000,9,4,1,1,1,0,26.59,1248,74,5,3,0
107,480000,50000,13,2,3,1,1,0,18.6,1197,81.83,5,2,0
108,135000,50000,5,10,3,1,1,0,19.7,796,46.3,5,4,0
109,575000,50000,28,12,3,1,0,0,19,1199,88.7,5,3,0
110,550000,50000,16,2,1,1,1,0,25.2,1248,74,5,2,0
111,330000,50000,25,7,3,1,1,0,23.95,998,67.05,5,2,0
112,850000,50000,4,13,1,1,1,0,22.54,1396,88.73,5,3,0
113,220000,50000,2,12,1,1,1,0,25.44,936,56.3,5,3,0
114,819999,50000,25,7,1,1,1,0,19.87,1461,83.8,5,2,0
115,650000,50000,22,4,1,1,1,0,28.4,1248,74.02,5,3,0
116,750000,50000,6,5,3,1,0,0,18,1497,117.3,5,3,0
117,625000,50000,25,7,1,1,1,0,26.59,1248,74,5,2,0
118,650000,50000,24,0,1,1,1,0,28.4,1248,74.02,5,3,0
119,1100000,50000,16,2,3,1,1,0,14.28,1798,138.03,5,2,0
120,125000,50000,8,17,3,1,1,0,15.3,1193,65.3,5,4,0
121,250000,50000,20,14,3,1,1,0,15.64,1193,64.1,5,0,0
122,600000,50000,19,15,1,1,1,0,22.95,1248,74,5,0,0
123,235000,50000,26,3,3,1,1,0,19,998,66.1,5,1,0
124,425000,50000,28,12,3,1,1,0,19.81,1086,68.05,5,3,0
125,475000,50000,3,12,1,1,1,0,22.95,1248,74,5,3,0
126,550000,50000,21,6,1,1,1,0,26.59,1248,74,5,0,0
127,670000,50000,0,7,1,1,1,0,27.3,1498,98.6,5,2,0
128,650000,50000,1,7,1,1,1,0,25.8,1498,98.6,5,2,0
129,760000,50000,21,6,1,1,1,0,24.3,1248,88.5,5,0,0
130,340000,50000,0,7,1,1,1,0,19,1248,90,5,2,0
131,300000,50000,23,5,3,1,1,0,22.74,796,47.3,5,3,0
132,250000,50000,7,16,1,1,1,0,21.02,1248,88.8,5,1,0
133,260000,50000,20,14,3,1,1,0,23.01,999,67,5,0,0
134,575000,50000,25,7,3,1,0,0,19,1199,88.7,5,2,0
135,240000,50000,9,4,3,1,1,0,22.74,796,47.3,5,3,0
136,168000,50000,10,2,3,1,0,0,11,2359,165,5,2,0
137,275000,50000,22,4,1,1,1,0,21.12,1248,88.8,5,3,0
138,175000,50000,13,2,3,1,1,0,19.7,796,46.3,5,2,0
139,300000,50000,18,4,3,1,1,0,15,1586,104.68,5,3,0
140,350000,50000,17,9,3,1,0,0,20.51,998,67,5,4,0
141,600000,50000,6,5,1,1,1,0,22.77,1498,98.59,5,3,0
142,850000,50000,0,7,1,1,0,0,19.6,1461,108.45,5,2,0
143,880000,50000,25,7,1,1,1,0,19.6,1461,108.45,5,2,0
144,850000,50000,27,3,3,1,1,0,17,1198,108.5,5,1,0
145,482000,50000,15,11,3,1,1,0,20.4,1197,81.8,5,5,0
146,800000,50000,23,5,3,1,1,0,17.4,1497,117.3,5,3,0
147,229999,50000,25,7,3,1,1,0,20.92,998,67.1,5,2,0
148,185000,50000,20,14,3,1,1,0,19,998,66.1,5,0,0
149,459999,50000,28,12,3,1,1,0,21.63,998,67,5,3,0
150,434999,50000,20,14,3,1,1,0,18.6,1197,85.8,5,0,0
151,350000,50000,25,7,3,1,1,0,18.2,1199,82.4,5,2,0
152,200000,50000,28,12,3,1,1,0,18.2,1199,82.4,5,3,0
153,295000,50000,27,3,1,1,1,0,22.1,1248,76.9,5,1,0
154,1550000,50000,5,10,1,1,1,0,17.1,1956,170,5,4,0
155,851000,50000,9,4,1,1,0,0,28.4,1248,74.02,5,3,0
156,630000,50000,28,12,3,1,1,0,18.6,1197,81.83,5,3,0
157,1050000,50000,14,8,1,1,1,0,25.6,1498,97.9,5,1,0
158,600000,50000,16,2,1,1,1,0,23.4,1248,74,5,2,0
159,150000,50000,1,7,1,1,1,0,18.5,1399,68,5,2,0
160,925000,50000,2,12,1,1,1,0,24.3,1248,88.5,5,3,0
161,1800000,50000,9,4,1,1,0,0,16.09,1995,184,5,3,0
162,700000,50000,2,12,1,1,1,0,28.4,1248,74.02,5,3,0
163,535000,50000,16,2,1,1,1,0,19.87,1461,83.8,5,2,0
164,635000,50000,6,5,1,1,1,0,25.2,1248,74,5,3,0
165,325000,50000,15,11,1,1,1,0,21.64,1461,84.8,5,5,0
166,400000,50000,22,4,3,1,1,0,18.5,1198,86.8,5,3,0
167,385000,50000,2,12,3,1,1,0,23.1,998,67.04,5,3,0
168,1000000,50000,26,3,1,1,0,0,17.05,1995,184,5,1,0
169,625000,50000,15,11,3,1,0,0,22,1197,81.8,5,5,0
170,400000,50000,18,4,3,1,1,0,19.1,1197,85.8,5,3,0
171,459999,50000,12,1,3,1,1,0,20.3,1199,84,5,1,0
172,262000,50000,22,4,3,1,1,0,22.74,796,47.3,5,3,0
173,560000,50000,1,7,1,1,1,0,20.14,1498,88.7,5,2,0
174,1000000,50000,2,12,1,1,1,0,19.67,1582,126.2,5,3,0
175,270000,50000,5,10,3,1,1,0,25.17,799,53.3,5,4,0
176,260000,50000,6,5,1,1,1,0,20.14,1498,88.5,5,3,0
177,350000,50000,18,4,1,1,1,0,25,1396,69.01,5,3,0
178,290000,50000,11,15,3,1,1,0,21.1,814,55.2,5,0,0
179,350000,50000,2,12,3,1,1,0,15.5,1799,132,5,3,0
180,250000,50000,8,17,1,1,1,0,21.02,1248,88.8,5,4,0
181,590000,50000,6,5,1,1,1,0,26.59,1248,74,5,3,0
182,725000,50000,14,8,1,1,1,0,24.3,1248,88.5,5,1,0
183,455000,50000,20,14,1,1,1,0,24,1186,73.97,5,0,0
184,220000,50000,3,12,3,1,1,0,17.5,1298,85.8,5,3,0
185,375000,50000,8,17,0,1,1,0,21.94,1196,61.7,5,4,0
186,434999,50000,18,4,1,1,1,0,20.14,1498,88.8,5,3,0
187,325000,50000,5,10,3,1,0,0,19.34,1198,76,5,4,0
188,650000,50000,6,5,3,1,1,0,21.4,1197,83.1,5,3,0
189,440000,50000,18,4,1,1,1,0,25.8,1498,98.6,5,3,0
190,620000,50000,25,7,3,1,1,0,18.12,1196,86.8,5,2,0
191,600000,50000,12,1,1,1,1,0,26.21,1248,88.5,5,1,0
192,380000,50000,0,7,3,1,1,0,23.1,998,67.04,5,2,0
193,350000,50000,22,4,1,1,1,0,23,1396,90,5,3,0
194,750000,50000,4,13,1,1,1,0,22.27,1498,108.6,5,3,0
195,655000,50000,17,9,1,1,0,0,22,1498,108.495,5,4,0
196,450000,50000,0,7,3,1,1,0,17,1497,118,5,2,0
197,155000,50000,13,2,1,1,1,0,23.03,1396,69,5,2,0
198,5500000,50000,18,4,1,1,0,0,11.2,1969,235,5,3,0
199,350000,50000,2,12,1,1,1,0,23,1396,90,5,3,0
200,280000,50000,28,12,3,1,1,0,22.7,799,53.64,5,3,0
201,350000,50000,11,15,3,1,1,0,24.7,796,47.3,5,0,0
202,600000,50000,22,4,1,1,1,0,24,1186,73.97,5,3,0
203,900000,50000,25,7,1,1,1,0,20.37,1461,108.45,5,2,0
204,1000000,50000,19,15,1,1,1,0,19.67,1582,126.2,5,0,0
205,900000,50000,19,15,1,1,1,0,19.67,1582,126.2,5,0,0
206,600000,50000,13,2,1,1,1,0,26.59,1248,74,5,2,0
207,450000,50000,25,7,3,1,1,0,17.8,1198,86.7,5,2,0
208,760000,50000,2,12,1,1,1,0,27.39,1248,74,5,3,0
209,760000,50000,21,6,1,1,1,0,27.39,1248,74,5,0,0
210,470000,50000,13,2,3,1,1,0,18.9,1197,82,5,2,0
211,425000,50000,5,10,1,1,1,0,23.59,1364,67.06,5,4,0
212,625000,50000,0,7,1,1,1,0,26.59,1248,74,5,2,0
213,425000,60000,19,15,1,1,1,0,21.27,1396,88.76,5,0,1
214,780000,60000,8,17,1,1,1,0,24.3,1248,88.5,5,4,1
215,300000,60000,21,6,1,1,1,0,21.43,1364,87.2,5,0,1
216,100000,60000,4,13,3,1,1,0,18.5,796,53,5,3,1
217,290000,60000,19,15,3,1,1,0,20.51,998,67.04,5,0,1
218,265000,60000,25,7,3,1,1,0,19.4,1198,86.8,5,2,1
219,520000,60000,3,12,3,1,1,0,17.57,1193,88.7,5,3,1
220,290000,60000,3,12,1,1,1,0,21.02,1248,88.76,5,3,1
221,800000,60000,10,2,1,1,1,0,23.65,1248,88.5,5,2,1
222,500000,60000,16,2,3,1,1,0,20.14,1197,81.86,5,2,1
223,180000,60000,6,5,3,1,1,0,21.1,814,55.2,5,3,1
224,236000,60000,3,12,3,1,1,0,22.74,796,47.3,5,3,1
225,260000,60000,3,12,1,1,1,0,19.09,1405,69.01,5,3,1
226,260000,60000,28,12,3,1,1,0,25.17,799,53.3,5,3,1
227,370000,60000,12,1,3,1,1,0,18.16,1196,86.8,5,1,1
228,238000,60000,13,2,3,1,1,0,17.92,1086,62.1,5,2,1
229,400000,60000,19,15,3,1,1,0,23.01,999,67,5,0,1
230,600000,60000,1,7,1,1,1,0,19.01,1461,108.45,5,2,1
231,660000,60000,20,14,3,1,1,0,21.4,1197,83.1,5,0,1
232,270000,60000,14,8,3,1,1,0,18.5,1197,80,5,1,1
233,1050000,60000,23,5,1,1,1,0,19.67,1582,126.2,5,3,1
234,1050000,60000,5,10,1,1,1,0,21.43,1364,87.2,5,4,1
235,130000,60000,28,12,1,1,1,0,22.3,1248,74,5,3,1
236,240000,60000,22,4,3,1,1,0,20.92,998,67.1,5,3,1
237,1100000,60000,27,3,3,1,1,0,17,1591,121.3,5,1,1
238,400000,60000,4,13,3,1,1,0,16.2,1599,103.2,5,3,1
239,280000,60000,26,3,1,1,1,0,20,1399,68,5,1,1
240,530000,60000,18,4,1,1,1,0,25.4,1186,73.97,5,3,1
241,125000,60000,9,4,3,1,1,0,15.26,1150,74.9,5,3,1
242,75000,60000,2,12,3,1,0,0,18.9,998,67.1,5,3,1
243,450000,60000,20,14,0,1,1,0,21.94,1196,61.7,5,0,1
244,455000,60000,2,12,1,1,1,0,25.2,1248,74,5,3,1
245,250000,60000,13,2,3,1,1,0,21.1,814,55.2,5,2,1
246,850000,60000,7,16,1,1,1,0,22.54,1396,88.76,5,1,1
247,550000,60000,10,2,1,1,1,0,24,1186,73.97,5,2,1
248,1000000,60000,4,13,1,1,0,0,22.15,1498,108.6,5,3,1
249,850000,60000,16,2,1,1,1,0,22.77,1498,98.59,5,2,1
250,290000,60000,10,2,1,1,1,0,21.02,1248,88.76,5,2,1
251,600000,60000,17,9,1,1,1,0,26.59,1248,74,5,4,1
252,165000,60000,9,4,3,1,1,0,19,998,67.1,5,3,1
253,190000,60000,27,3,3,1,1,0,19,998,67.1,5,1,1
254,175000,60000,0,7,1,1,1,0,18,1248,75,5,2,1
255,300000,60000,18,4,3,1,1,0,20.3,998,68.05,5,3,1
256,2450000,60000,26,3,1,1,0,0,16.36,2179,187.7,5,1,1
257,1689999,60000,21,6,1,1,1,0,17.1,1956,170,5,0,1
258,351000,60000,22,4,3,1,1,0,23.1,998,67.04,5,3,0
259,351000,60000,21,6,3,1,1,0,23.1,998,67.04,5,0,0
260,180000,60000,27,3,3,1,1,0,19.7,796,46.3,5,1,0
261,376000,60000,22,4,3,1,1,0,18.9,998,67.1,5,3,0
262,822000,60000,3,12,1,1,1,0,19.67,1582,126.2,5,3,0
263,725000,60000,2,12,1,1,1,0,24.3,1248,88.5,5,3,0
264,350000,60000,6,5,1,1,1,0,22.9,1248,74,5,3,0
265,380000,60000,7,16,1,1,1,0,19.3,1248,73.9,5,1,0
266,790000,60000,20,14,1,1,1,0,21.5,1497,108.5,5,0,0
267,946000,60000,0,7,1,1,1,0,22.1,1396,88.7,5,2,0
268,610000,60000,12,1,1,1,1,0,26.59,1248,74,5,1,0
269,345000,60000,2,12,1,1,1,0,24,1120,70,5,3,0
270,1031000,60000,10,2,1,1,1,0,25.6,1498,97.9,5,2,0
271,480000,60000,10,2,3,1,1,0,18.6,1197,81.83,5,2,0
272,370000,60000,17,9,1,1,1,0,22.9,1248,74,5,4,0
273,600000,60000,15,11,1,1,1,0,27.39,1248,74,5,5,0
274,900000,60000,0,7,1,1,1,0,25.1,1248,88.5,5,2,0
275,250000,60000,18,4,3,1,1,0,16.6,1197,85,5,3,0
276,120000,60000,8,17,3,1,1,0,18.6,1199,79.4,5,4,0
277,275000,60000,20,14,3,1,1,0,19,998,66.1,5,0,0
278,500000,60000,11,15,3,1,0,0,13.7,1798,157.75,5,0,0
279,459999,60000,7,16,3,1,1,0,20.85,1197,83.14,5,1,0
280,408000,60000,25,7,3,1,1,0,18.16,1196,86.8,5,2,0
281,350000,60000,4,13,1,1,1,0,22.95,1248,74,5,3,0
282,700000,60000,0,7,1,1,1,0,28.4,1248,74,5,2,0
283,375000,60000,2,12,2,1,1,0,19.2,1086,68.05,5,3,0
284,455000,60000,7,16,1,1,1,0,28.4,1248,74.02,5,1,0
285,320000,60000,21,6,3,1,1,0,20.51,998,67.04,5,0,0
286,539000,60000,23,5,1,1,1,0,22.95,1248,74,5,3,0
287,175000,60000,3,12,1,1,1,0,22.3,1248,74,5,3,0
288,650000,60000,20,14,1,1,1,0,28.09,1248,88.5,5,0,0
289,715000,60000,19,15,1,1,1,0,21.19,1396,88.73,5,0,0
290,370000,60000,27,3,3,1,1,0,18.9,1197,82,5,1,0
291,180000,60000,24,0,3,1,1,0,21.1,814,55.2,5,3,0
292,700000,60000,24,0,1,1,1,0,26.21,1248,88.5,5,3,0
293,800000,60000,9,4,1,1,1,0,23.65,1248,88.5,5,3,0
294,525000,60000,7,16,3,1,0,0,16.9,1197,82,5,1,0
295,650000,60000,24,0,3,1,1,0,17.8,1497,117.3,5,3,0
296,180000,60000,10,2,3,1,1,0,18.6,1199,79.4,5,2,0
297,300000,60000,17,9,3,1,1,0,25.17,799,53.3,5,4,0
298,700000,60000,6,5,1,1,1,0,22.54,1396,88.76,5,3,0
299,330000,60000,11,15,1,1,1,0,17.8,1399,67,5,0,0
300,699000,60000,19,15,1,1,1,0,28.4,1248,74.02,5,0,0
301,420000,60000,19,15,0,1,1,0,26.6,998,58.16,5,0,0
302,710000,60000,22,4,1,1,1,0,24.3,1248,88.5,5,3,0
303,350000,60000,28,12,0,1,1,0,26.6,998,58.16,5,3,0
304,700000,60000,10,2,1,1,1,0,22.77,1498,98.59,5,2,0
305,850000,60000,8,17,1,1,1,0,22.77,1498,98.59,5,4,0
306,550000,60000,17,9,1,1,1,0,22.54,1396,88.73,5,4,0
307,450000,60000,8,17,3,1,1,0,18.6,1197,81.83,5,4,0
308,160000,60000,9,4,3,1,1,0,19.81,1086,68.05,5,3,0
309,670000,60000,5,10,1,1,1,0,25.1,1498,98.6,5,4,0
310,250000,60000,27,3,3,1,1,0,17,1197,80,5,1,0
311,562000,60000,6,5,1,1,1,0,27.39,1248,74,5,3,0
312,2450000,60000,14,8,1,1,0,0,16.36,2179,187.7,5,1,0
313,500000,60000,5,10,1,1,1,0,20.5,1598,103.5,5,4,0
314,575000,60000,2,12,1,1,1,0,22.54,1396,88.73,5,3,0
315,400000,60000,26,3,3,1,1,0,23.1,998,67.04,5,1,0
316,1000000,60000,5,10,1,1,0,0,22.15,1498,108.6,5,4,0
317,300000,60000,21,6,2,1,1,0,19.2,1086,68.05,5,0,0
318,500000,60000,13,2,1,1,1,0,25.83,1498,99,5,2,0
319,720000,60000,19,15,1,1,1,0,28.09,1248,88.5,5,0,0
320,1000000,60000,1,7,1,1,0,0,16.73,1995,218,5,2,0
321,270000,60000,11,15,3,1,1,0,22.74,796,47.3,5,0,0
322,235000,60000,0,7,3,1,1,0,20.92,998,67.1,5,2,0
323,330000,60000,28,12,3,1,1,0,15.37,1196,73,5,3,0
324,300000,60000,0,7,3,1,1,0,19,998,66.1,5,2,0
325,300000,60000,5,10,1,1,1,0,20.3,1248,75,5,4,0
326,350000,60000,21,6,3,1,1,0,23.84,1199,84,5,0,0
327,400000,60000,21,6,0,1,1,0,21.94,1196,61.7,5,0,0
328,500000,60000,4,13,1,1,1,0,23.4,1248,74,5,3,0
329,550000,60000,23,5,1,1,1,0,20.45,1461,83.8,5,3,0
330,350000,60000,12,1,3,1,1,0,18.16,1196,86.8,5,1,0
331,140000,60000,14,8,3,1,1,0,18.6,1199,79.4,5,1,0
332,725000,60000,28,12,1,1,1,0,28.4,1248,74.02,5,3,0
333,260000,60000,15,11,3,1,1,0,20.36,1197,78.9,5,5,0
334,250000,60000,2,12,3,1,1,0,18.9,1061,67,5,3,0
335,400000,60000,3,12,3,1,1,0,17,1198,73.75,5,3,0
336,957000,60000,14,8,1,1,1,0,21.38,1396,88.7,5,1,0
337,669000,60000,19,15,1,1,1,0,28.4,1248,74.02,5,0,0
338,225000,60000,3,12,1,1,1,0,20,1399,68,5,3,0
339,530000,60000,28,12,1,1,1,0,25.4,1186,73.97,5,3,0
340,900000,60000,9,4,1,1,1,0,22.77,1498,98.59,5,3,0
341,500000,60000,26,3,3,1,1,0,20.14,1197,81.86,5,1,0
342,715000,60000,13,2,1,1,1,0,21.19,1396,88.73,5,2,0
343,470000,60000,19,15,1,1,1,0,23.4,1248,74,5,0,0
344,470000,60000,23,5,3,1,1,0,19.1,1197,85.8,5,3,0
345,204999,60000,1,7,3,1,1,0,19,998,66.1,5,2,0
346,2000000,60000,3,12,1,1,0,0,16.2,2993,235,5,3,0
347,650000,60000,2,12,1,1,1,0,22.54,1396,88.73,5,3,0
348,290000,60000,10,2,3,1,1,0,20.51,998,67.04,5,2,0
349,265000,60000,21,6,3,1,1,0,19.4,1198,86.8,5,0,0
350,615000,60000,11,15,1,1,1,0,26.59,1248,74,5,0,0
351,675000,60000,12,1,1,1,1,0,24.4,1498,98.63,5,1,0
352,720000,60000,26,3,1,1,1,0,28.09,1248,88.5,5,1,0
353,957000,60000,2,12,1,1,1,0,21.38,1396,88.7,5,3,0
354,265000,60000,28,12,1,1,1,0,19.3,1248,73.9,5,3,0
355,500000,60000,7,16,3,1,1,0,20.4,1197,81.8,5,1,0
356,370000,60000,21,6,1,1,1,0,24,1120,70,5,0,0
357,300000,60000,23,5,2,1,1,0,26.2,998,58.2,5,3,0
358,280000,60000,21,6,3,1,1,0,21.1,814,55.2,5,0,0
359,800000,60000,26,3,1,1,1,0,22.77,1498,98.59,5,1,0
360,375000,60000,25,7,3,1,1,0,18.9,1197,82,5,2,0
361,409999,60000,10,2,3,1,1,0,23.84,1199,84,5,2,0
362,425000,60000,23,5,1,1,1,0,25.01,1498,89.75,5,3,0
363,600000,60000,7,16,1,1,1,0,22.54,1396,88.73,5,1,0
364,330000,60000,9,4,3,1,1,0,20.63,1198,67,5,3,0
365,300000,60000,9,4,1,1,1,0,24,1120,70,5,3,0
366,860000,60000,16,2,1,1,1,0,21.5,1497,108.5,5,2,0
367,135000,60000,10,2,3,1,1,0,19.7,796,46.3,5,2,0
368,90000,60000,21,6,3,1,1,0,19.7,796,46.3,5,0,0
369,235000,60000,18,4,3,1,1,0,23.01,999,67,5,3,0
370,525000,60000,12,1,1,1,1,0,27.3,1498,98.6,5,1,0
371,490000,60000,18,4,1,1,1,0,25.2,1248,74,5,3,0
372,750000,60000,16,2,1,1,1,0,28.09,1248,88.5,5,2,0
373,276000,60000,26,3,3,1,1,0,20.3,998,68.05,5,1,0
374,315000,60000,11,15,3,1,1,0,25.17,799,53.3,5,0,0
375,300000,60000,17,9,3,1,1,0,19,998,66.1,5,4,0
376,425000,60000,13,2,1,1,1,0,24,1120,70,5,2,0
377,400000,60000,4,13,1,1,1,0,22.9,1248,74,5,3,0
378,300000,60000,17,9,1,1,1,0,18.3,1991,147.9,5,4,0
379,400000,60000,20,14,1,1,1,0,27.28,1047,69,5,0,0
380,129000,60000,8,17,3,1,1,0,19.7,796,46.3,5,4,0
381,220000,60000,22,4,3,1,1,0,22.5,999,67,5,3,0
382,295000,60000,1,7,3,1,1,0,25.17,799,53.3,5,2,0
383,200000,60000,23,5,1,1,1,0,23.03,1396,69,5,3,0
384,400000,60000,1,7,0,1,1,0,26.6,998,58.16,5,2,0
